Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1566079200.0 1000.0 NA 172 87 0 34 NA 239 133 0 64 NA 2163 387 378 110 NA 2313 503 424 189
1566079200.0 1003.0 NA 167 0 NA NA NA 231 0 NA NA NA 3254 383 NA NA NA 3391 435 NA NA
1566079200.0 107.0 51 150 171 NA NA 88 202 221 NA NA 1883 495 539 NA NA 1929 643 640 NA NA
1566079200.0 108.0 50 152 171 NA NA 87 202 221 NA NA 2023 509 546 NA NA 2086 649 650 NA NA
1566079200.0 109.0 52 156 172 NA NA 88 204 222 NA NA 2404 529 577 NA NA 2453 648 666 NA NA
1566079200.0 11.0 NA 150 175 0 46 NA 209 228 0 74 NA 1351 1587 881 54 NA 1446 1701 938 98
1566079200.0 1102.0 NA 159 178 102 56 NA 214 226 153 96 NA 2414 3140 1879 169 NA 2488 3218 1932 194
1566079200.0 112.0 59 160 174 NA NA 88 201 220 NA NA 1912 466 521 NA NA 1978 611 617 NA NA
1566079200.0 113.0 52 154 171 NA NA 90 204 221 NA NA 2401 491 541 NA NA 2456 604 631 NA NA
1566079200.0 114.0 52 155 171 NA NA 90 204 222 NA NA 2343 495 552 NA NA 2398 663 667 NA NA
1566079200.0 115.0 53 152 171 NA NA 90 205 223 NA NA 2486 504 580 NA NA 2544 606 670 NA NA
1566079200.0 116.0 52 154 172 NA NA 90 204 222 NA NA 2613 501 565 NA NA 2688 638 642 NA NA
1566079200.0 117.0 53 152 171 NA NA 90 205 223 NA NA 3262 529 616 NA NA 3335 682 693 NA NA
1566079200.0 118.0 53 153 172 NA NA 91 206 224 NA NA 3059 538 629 NA NA 3134 654 719 NA NA
1566079200.0 119.0 51 150 170 NA NA 87 201 220 NA NA 1745 478 511 NA NA 1783 618 625 NA NA
1566079200.0 12.0 NA 154 174 0 NA NA 215 224 0 NA NA 1910 2597 763 NA NA 2003 2710 796 NA
1566079200.0 121.0 53 154 171 NA NA 91 205 224 NA NA 3173 551 648 NA NA 3243 656 741 NA NA
1566079200.0 125.0 51 150 173 NA NA 88 201 220 NA NA 1988 472 524 NA NA 2028 607 632 NA NA
1566079200.0 13.0 NA 159 175 0 NA NA 217 227 0 NA NA 3037 4092 772 NA NA 3159 4241 805 NA
1566079200.0 1302.0 61 146 123 NA NA 99 190 178 NA NA 3990 515 529 NA NA 4138 678 678 NA NA
1566079200.0 1303.0 63 148 124 NA NA 102 193 177 NA NA 10458 650 720 NA NA 10727 794 837 NA NA
1566079200.0 1309.0 NA 161 184 0 NA NA 218 233 0 NA NA 668 741 773 NA NA 806 917 823 NA
1566079200.0 1311.0 NA 151 185 0 47 NA 212 235 0 74 NA 471 567 877 49 NA 666 700 920 94
1566079200.0 1312.0 NA 156 182 0 NA NA 215 230 0 NA NA 621 667 772 NA NA 801 834 822 NA
1566079200.0 1313.0 NA 161 180 0 NA NA 218 233 0 NA NA 663 885 833 NA NA 864 1033 870 NA
1566079200.0 1314.0 NA 154 180 0 NA NA 214 228 0 NA NA 554 552 791 NA NA 717 717 832 NA
1566079200.0 132.0 54 153 172 NA NA 88 205 224 NA NA 2445 517 579 NA NA 2508 621 666 NA NA
1566079200.0 1324.0 NA 155 181 0 NA NA 215 229 0 NA NA 591 625 806 NA NA 762 793 851 NA
1566079200.0 1325.0 NA 159 181 0 50 NA 218 232 0 80 NA 572 668 796 152 NA 758 802 836 219
1566079200.0 1328.0 NA 156 180 0 NA NA 214 229 0 NA NA 560 589 761 NA NA 710 759 798 NA
1566079200.0 1329.0 NA 156 180 0 52 NA 217 230 0 78 NA 514 568 787 59 NA 718 712 827 91
1566079200.0 1330.0 NA 155 180 0 NA NA 214 228 0 NA NA 572 624 766 NA NA 735 765 812 NA
1566079200.0 1332.0 60 162 177 0 NA 97 206 229 0 NA 2349 490 546 761 NA 2470 751 684 807 NA
1566079200.0 1335.0 NA 154 180 0 NA NA 214 228 0 NA NA 558 577 790 NA NA 708 776 833 NA
1566079200.0 1336.0 NA 159 182 0 NA NA 216 230 0 NA NA 687 745 788 NA NA 849 905 838 NA
1566079200.0 1338.0 NA 161 183 0 NA NA 216 231 0 NA NA 570 640 771 NA NA 796 802 820 NA
1566079200.0 1339.0 NA 159 183 0 NA NA 218 232 0 NA NA 697 811 794 NA NA 848 944 843 NA
1566079200.0 1340.0 56 0 0 0 NA 86 0 0 0 NA 489 346 288 731 NA 618 540 432 765 NA
1566079200.0 1341.0 NA 159 184 0 NA NA 217 233 0 NA NA 688 790 767 NA NA 824 968 819 NA
1566079200.0 1343.0 60 165 178 0 NA 98 208 230 0 NA 2727 515 627 740 NA 2807 644 760 769 NA
1566079200.0 1344.0 62 165 181 0 NA 101 206 228 0 NA 6186 504 557 735 NA 6888 615 682 764 NA
1566079200.0 1348.0 58 154 177 0 NA 95 205 228 0 NA 1356 480 527 765 NA 1469 682 698 810 NA
1566079200.0 1351.0 57 0 0 0 NA 88 0 0 0 NA 467 346 289 712 NA 566 510 404 752 NA
1566079200.0 1352.0 60 155 179 0 NA 97 206 230 0 NA 2124 506 543 781 NA 2481 706 713 821 NA
1566079200.0 1353.0 63 153 181 0 NA 109 207 229 0 NA 8432 520 554 725 NA 9123 669 678 757 NA
1566079200.0 1354.0 62 156 183 0 NA 103 208 229 0 NA 4554 493 545 731 NA 4668 634 733 766 NA
1566079200.0 1355.0 62 160 185 0 NA 99 210 232 0 NA 4180 563 652 726 NA 4329 713 764 758 NA
