Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1566079200.0 1.0 74 96 174 NA NA 200 448 480 NA NA 1043 521 1322 NA NA 1905 1443 2282 NA NA
1566079200.0 10.0 NA 129 283 0 NA NA 487 608 0 NA NA 2325 3735 550 NA NA 1345 2492 665 NA
1566079200.0 1001.2 NA 366 126 0 NA NA 677 209 0 NA NA 16249 1947 163 NA NA 8726 1417 605 NA
1566079200.0 1002.0 NA 283 68 NA NA NA 543 135 NA NA NA 3485 411 NA NA NA 3739 521 NA NA
1566079200.0 10024.1 NA 214 186 0 NA NA 547 321 0 NA NA 3132 1041 409 NA NA 1487 1515 884 NA
1566079200.0 10024.2 NA 210 372 0 NA NA 542 703 0 NA NA 2964 2513 1047 NA NA 1635 3466 1113 NA
1566079200.0 10024.3 NA 214 174 0 NA NA 534 313 0 NA NA 3207 1021 388 NA NA 2152 1943 982 NA
1566079200.0 10024.4 NA 210 370 0 NA NA 603 700 0 NA NA 2933 2472 1047 NA NA 2169 3117 2031 NA
1566079200.0 10024.5 NA 211 84 0 NA NA 544 220 0 NA NA 3195 608 170 NA NA 1928 2444 437 NA
1566079200.0 101.0 80 NA NA NA NA 178 NA NA NA NA 893 NA NA NA NA 1773 NA NA NA NA
1566079200.0 1010.0 NA 22 36 0 NA NA 87 101 0 NA NA 179 223 147 NA NA 859 396 248 NA
1566079200.0 102.0 81 NA NA NA NA 176 NA NA NA NA 785 NA NA NA NA 1720 NA NA NA NA
1566079200.0 1020.0 NA 38 19 0 41 NA 145 74 0 145 NA 265 142 81 273 NA 583 691 295 678
1566079200.0 10225.0 NA 368 616 0 NA NA 767 952 0 NA NA 5456 4744 1114 NA NA 2987 3429 1712 NA
1566079200.0 103.0 34 0 0 NA NA 96 0 0 NA NA 418 257 1677 NA NA 837 437 3043 NA NA
1566079200.0 1040.0 NA 334 26 0 NA NA 644 76 0 NA NA 12585 162 129 NA NA 4795 328 307 NA
