Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1566162000.0 10.0 NA 130 292 0 NA NA 456 608 0 NA NA 2275 3647 568 NA NA 1809 2973 1278 NA
1566162000.0 1001.2 NA 369 135 0 NA NA 735 206 0 NA NA 14915 1774 134 NA NA 7783 1899 572 NA
1566162000.0 1002.0 NA 286 76 NA NA NA 642 142 NA NA NA 3177 421 NA NA NA 3187 890 NA NA
1566162000.0 10024.2 NA 211 373 0 NA NA 549 677 0 NA NA 2832 2475 1055 NA NA 2086 4186 1694 NA
1566162000.0 10024.4 NA 213 373 0 NA NA 557 711 0 NA NA 2784 2428 1056 NA NA 1989 2479 1546 NA
1566162000.0 1003.0 NA 259 0 NA NA NA 547 0 NA NA NA 3434 659 NA NA NA 3359 797 NA NA
1566162000.0 101.0 81 NA NA NA NA 176 NA NA NA NA 831 NA NA NA NA 1775 NA NA NA NA
1566162000.0 102.0 82 NA NA NA NA 176 NA NA NA NA 718 NA NA NA NA 1206 NA NA NA NA
1566162000.0 10225.0 NA 375 599 0 NA NA 726 925 0 NA NA 5268 4751 1095 NA NA 3192 3193 1341 NA
1566162000.0 1040.0 NA 330 22 0 NA NA 657 74 0 NA NA 12271 175 132 NA NA 5942 491 360 NA
1566162000.0 1040.1 NA 61 25 0 NA NA 142 72 0 NA NA 391 153 128 NA NA 657 386 321 NA
1566162000.0 10424.0 NA 170 367 0 NA NA 496 726 0 NA NA 1352 2390 1071 NA NA 1721 2824 1661 NA
1566162000.0 10824.1 NA 209 188 0 NA NA 541 325 0 NA NA 2711 961 362 NA NA 1393 1648 531 NA
1566162000.0 10824.5 NA 211 89 0 NA NA 542 225 0 NA NA 2604 521 152 NA NA 1518 1377 308 NA
1566162000.0 11224.6 NA 173 381 0 NA NA 534 729 0 NA NA 1283 2539 1085 NA NA 992 4480 1488 NA
1566162000.0 113.0 76 104 268 NA NA 207 413 525 NA NA 1832 533 1907 NA NA 2053 1348 3802 NA NA
