Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1566079200.0 10.0 NA 143 311 0 NA NA 473 585 0 NA NA 2500 3670 529 NA NA 1961 2557 747 NA
1566079200.0 1001.2 NA 383 132 0 NA NA 673 204 0 NA NA 17081 1904 132 NA NA 8540 1470 179 NA
1566079200.0 1002.0 NA 298 93 NA NA NA 534 145 NA NA NA 3452 396 NA NA NA 2807 430 NA NA
1566079200.0 10024.4 NA 230 395 0 NA NA 604 714 0 NA NA 2899 2267 979 NA NA 1474 2212 1191 NA
1566079200.0 1003.0 NA 273 0 NA NA NA 541 0 NA NA NA 3422 626 NA NA NA 2325 949 NA NA
1566079200.0 101.0 82 NA NA NA NA 176 NA NA NA NA 1032 NA NA NA NA 2106 NA NA NA NA
1566079200.0 102.0 87 NA NA NA NA 176 NA NA NA NA 884 NA NA NA NA 1693 NA NA NA NA
1566079200.0 10224.0 NA 380 615 0 NA NA 776 1007 0 NA NA 4791 5220 1036 NA NA 2870 3119 1109 NA
1566079200.0 10225.0 NA 386 621 0 NA NA 780 979 0 NA NA 5271 4684 1062 NA NA 3582 3077 1133 NA
1566079200.0 1040.0 NA 349 33 0 NA NA 704 77 0 NA NA 12324 140 120 NA NA 4909 218 157 NA
1566079200.0 1040.1 NA 75 31 0 NA NA 143 73 0 NA NA 462 153 137 NA NA 1357 442 303 NA
1566079200.0 10424.0 NA 186 392 0 NA NA 535 762 0 NA NA 814 2266 1065 NA NA 841 2706 1188 NA
1566079200.0 10824.1 NA 224 200 0 NA NA 568 310 0 NA NA 2918 993 402 NA NA 1780 1279 742 NA
1566079200.0 10824.5 NA 225 92 0 NA NA 579 231 0 NA NA 2650 711 151 NA NA 1102 3862 268 NA
1566079200.0 11224.6 NA 182 386 0 NA NA 520 676 0 NA NA 1242 2499 1031 NA NA 1460 3943 1275 NA
1566079200.0 11634.0 NA 265 412 0 96 NA 635 732 0 169 NA 2346 2777 1982 623 NA 2573 3003 2368 1047
1566079200.0 11640.0 NA 282 400 0 87 NA 600 664 0 142 NA 2146 2444 1969 891 NA 1953 2759 2587 1149
1566079200.0 11646.0 NA 269 410 0 89 NA 646 665 0 148 NA 2023 2709 1964 575 NA 2329 3044 2117 710
1566079200.0 11650.0 NA 290 412 0 95 NA 666 714 0 169 NA 2057 2471 2037 890 NA 2493 2580 2144 1187
1566079200.0 11834.0 NA 571 818 0 163 NA 917 1168 0 283 NA 8850 8407 1958 754 NA 5366 4357 2053 916
1566079200.0 11846.0 NA 545 867 0 161 NA 1035 1131 0 275 NA 8875 8350 2251 866 NA 4067 4364 2332 937
1566079200.0 123.1 329 NA NA NA NA 841 NA NA NA NA 1373 NA NA NA NA 1581 NA NA NA NA
1566079200.0 123.2 289 NA NA NA NA 872 NA NA NA NA 1742 NA NA NA NA 2042 NA NA NA NA
1566079200.0 123.3 253 NA NA NA NA 744 NA NA NA NA 1271 NA NA NA NA 2158 NA NA NA NA
1566079200.0 124.1 301 NA NA NA NA 796 NA NA NA NA 1315 NA NA NA NA 2078 NA NA NA NA
1566079200.0 124.2 328 NA NA NA NA 871 NA NA NA NA 1308 NA NA NA NA 1446 NA NA NA NA
1566079200.0 124.4 309 NA NA NA NA 838 NA NA NA NA 1363 NA NA NA NA 1525 NA NA NA NA
1566079200.0 124.5 316 NA NA NA NA 906 NA NA NA NA 1193 NA NA NA NA 1165 NA NA NA NA
1566079200.0 124.6 241 NA NA NA NA 729 NA NA NA NA 1318 NA NA NA NA 2107 NA NA NA NA
1566079200.0 12434.0 NA 273 427 0 95 NA 634 730 0 156 NA 2993 2666 1926 859 NA 4412 2495 2170 1212
1566079200.0 12634.0 NA 548 848 0 172 NA 927 1239 0 281 NA 7978 7824 1962 749 NA 3628 4033 2113 830
1566079200.0 12834.0 NA 273 417 0 93 NA 679 670 0 160 NA 2626 2798 1994 852 NA 3024 2779 2082 1232
1566079200.0 13.0 NA 119 293 0 NA NA 475 615 0 NA NA 557 2444 520 NA NA 1249 3330 756 NA
1566079200.0 1301.17 69 213 241 NA NA 144 519 562 NA NA 1195 2260 1384 NA NA 1406 1135 1874 NA NA
1566079200.0 1302.17 74 223 262 NA NA 148 535 506 NA NA 2914 2194 1637 NA NA 1730 970 1603 NA NA
