Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1560848400.0 1.0 73 134 181 NA NA 198 579 334 NA NA 2119 520 1517 NA NA 3253 946 3690 NA NA
1560848400.0 10004.0 NA 157 350 0 80 NA 607 545 0 132 NA 753 2243 1294 587 NA 938 3583 1585 1034
1560848400.0 10007.0 NA 158 350 0 80 NA 607 531 0 135 NA 796 2150 1354 312 NA 1285 3938 1901 1006
1560848400.0 10008.0 NA 157 352 0 70 NA 607 554 0 128 NA 793 2240 1315 314 NA 1034 3343 1928 1349
1560848400.0 10009.0 NA 158 353 0 70 NA 607 549 0 135 NA 707 2199 1285 282 NA 803 3590 1538 742
1560848400.0 1002.0 NA 298 81 NA NA NA 445 133 NA NA NA 3308 379 NA NA NA 3580 419 NA NA
1560848400.0 10024.1 NA 165 186 0 NA NA 607 335 0 NA NA 750 848 369 NA NA 674 1531 597 NA
1560848400.0 10024.3 NA 166 186 0 NA NA 607 330 0 NA NA 766 809 328 NA NA 880 1601 551 NA
1560848400.0 10024.5 NA 166 152 0 NA NA 609 238 0 NA NA 755 516 153 NA NA 764 1154 471 NA
1560848400.0 10025.0 NA 159 357 0 75 NA 605 563 0 135 NA 823 2278 1456 314 NA 1240 3330 2265 1163
1560848400.0 10026.0 NA 174 372 0 72 NA 607 552 0 137 NA 892 2799 1339 716 NA 2362 4518 1716 1461
1560848400.0 1003.0 NA 255 0 NA NA NA 389 0 NA NA NA 2897 639 NA NA NA 2444 1117 NA NA
1560848400.0 10042.0 NA 156 355 0 71 NA 607 567 0 128 NA 818 2290 1387 323 NA 1520 3485 2051 1165
1560848400.0 10071.0 NA 163 364 0 72 NA 556 575 0 135 NA 866 2399 1382 342 NA 1456 3427 1977 2141
1560848400.0 101.0 88 NA NA NA NA 160 NA NA NA NA 875 NA NA NA NA 1267 NA NA NA NA
1560848400.0 1010.0 NA 26 39 0 NA NA 87 100 0 NA NA 125 187 149 NA NA 375 378 398 NA
1560848400.0 102.0 97 NA NA NA NA 160 NA NA NA NA 746 NA NA NA NA 1015 NA NA NA NA
1560848400.0 103.0 66 147 274 NA NA 162 583 425 NA NA 1527 675 1992 NA NA 2477 557 5375 NA NA
1560848400.0 1040.1 NA 78 33 0 NA NA 143 75 0 NA NA 421 139 129 NA NA 697 445 330 NA
1560848400.0 105.0 73 150 31 NA NA 191 581 77 NA NA 2389 493 118 NA NA 1970 596 260 NA NA
1560848400.0 106.0 48 0 0 NA NA 107 0 0 NA NA 2648 261 1791 NA NA 4877 640 3625 NA NA
1560848400.0 107.0 88 107 276 NA NA 217 539 435 NA NA 2806 600 2107 NA NA 1948 1592 3488 NA NA
1560848400.0 108.0 85 111 281 NA NA 209 582 432 NA NA 4079 605 2244 NA NA 3369 1100 3371 NA NA
1560848400.0 10824.5 NA 268 163 0 NA NA 637 253 0 NA NA 2425 627 191 NA NA 2794 1429 680 NA
1560848400.0 109.0 89 118 280 NA NA 215 583 424 NA NA 3432 557 2167 NA NA 2598 1273 3814 NA NA
1560848400.0 110.0 62 101 273 NA NA 136 582 406 NA NA 1279 542 1933 NA NA 2129 1686 2691 NA NA
1560848400.0 111.0 80 148 272 NA NA 188 582 444 NA NA 1993 431 2003 NA NA 2402 801 3253 NA NA
1560848400.0 112.0 83 141 280 NA NA 209 582 434 NA NA 2492 514 2083 NA NA 2639 553 4195 NA NA
1560848400.0 11224.0 NA 261 392 0 NA NA 690 620 0 NA NA 2145 2801 2369 NA NA 4509 4820 3998 NA
1560848400.0 11224.6 NA 269 394 0 NA NA 704 592 0 NA NA 2196 2782 2371 NA NA 4158 5292 3356 NA
1560848400.0 113.0 86 137 272 NA NA 211 581 399 NA NA 2003 564 2068 NA NA 2012 912 4292 NA NA
1560848400.0 114.0 86 120 278 NA NA 209 581 427 NA NA 3100 571 2063 NA NA 3832 873 3242 NA NA
1560848400.0 115.0 83 123 278 NA NA 209 584 407 NA NA 2656 523 2156 NA NA 1988 502 5150 NA NA
1560848400.0 116.0 91 126 278 NA NA 215 583 434 NA NA 2961 537 2191 NA NA 2023 760 4400 NA NA
1560848400.0 117.0 93 121 281 NA NA 223 584 425 NA NA 3323 586 2277 NA NA 2151 1268 4432 NA NA
1560848400.0 118.0 88 102 286 NA NA 209 583 420 NA NA 3483 632 2242 NA NA 2536 1150 3890 NA NA
1560848400.0 120.0 62 136 265 NA NA 141 583 412 NA NA 1511 493 1982 NA NA 2390 985 4403 NA NA
1560848400.0 121.0 92 97 285 NA NA 215 583 423 NA NA 3494 611 2202 NA NA 1751 1763 3372 NA NA
1560848400.0 122.0 47 0 0 NA NA 107 0 0 NA NA 1204 235 1753 NA NA 1737 764 3519 NA NA
1560848400.0 123.1 308 NA NA NA NA 696 NA NA NA NA 1161 NA NA NA NA 1397 NA NA NA NA
1560848400.0 123.2 304 NA NA NA NA 689 NA NA NA NA 1169 NA NA NA NA 1737 NA NA NA NA
1560848400.0 123.3 224 NA NA NA NA 681 NA NA NA NA 952 NA NA NA NA 1288 NA NA NA NA
1560848400.0 124.1 289 NA NA NA NA 683 NA NA NA NA 988 NA NA NA NA 1624 NA NA NA NA
1560848400.0 124.2 305 NA NA NA NA 722 NA NA NA NA 1064 NA NA NA NA 1458 NA NA NA NA
1560848400.0 124.4 285 NA NA NA NA 726 NA NA NA NA 976 NA NA NA NA 1321 NA NA NA NA
1560848400.0 124.5 283 NA NA NA NA 696 NA NA NA NA 1024 NA NA NA NA 1544 NA NA NA NA
1560848400.0 124.6 224 NA NA NA NA 680 NA NA NA NA 993 NA NA NA NA 1544 NA NA NA NA
1560848400.0 125.0 92 114 280 NA NA 223 583 424 NA NA 2702 585 2108 NA NA 2384 1370 3844 NA NA
1560848400.0 126.0 65 151 271 NA NA 139 583 411 NA NA 1795 466 2091 NA NA 1909 943 4412 NA NA
1560848400.0 127.0 63 124 271 NA NA 140 581 410 NA NA 1711 527 2031 NA NA 1909 1079 4099 NA NA
1560848400.0 128.0 61 110 271 NA NA 137 582 408 NA NA 868 549 1991 NA NA 2355 1373 5208 NA NA
1560848400.0 129.0 62 164 268 NA NA 137 584 422 NA NA 596 463 1960 NA NA 1080 495 3275 NA NA
1560848400.0 13.0 NA 103 282 0 NA NA 544 428 0 NA NA 497 2545 641 NA NA 1172 3159 1115 NA
1560848400.0 130.0 63 103 273 NA NA 136 581 418 NA NA 1364 508 1988 NA NA 1738 1434 4521 NA NA
1560848400.0 1301.0 84 167 187 NA NA 166 588 351 NA NA 1578 513 1446 NA NA 1724 1368 2310 NA NA
