Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1566079200.0 10225.0 NA 126 195 0 NA NA 196 280 0 NA NA 2191 1745 213 NA NA 7772 7352 228 NA
1566079200.0 108.0 56 79 193 NA NA 100 148 254 NA NA 3649 299 466 NA NA 4049 473 663 NA NA
1566079200.0 109.0 56 83 190 NA NA 101 148 254 NA NA 4273 321 501 NA NA 4808 441 688 NA NA
1566079200.0 117.0 55 82 189 NA NA 100 148 254 NA NA 4147 318 469 NA NA 4619 426 667 NA NA
1566079200.0 121.0 55 79 190 NA NA 100 148 254 NA NA 4193 325 486 NA NA 4674 433 664 NA NA
1566079200.0 1302.0 63 142 175 NA NA 109 199 234 NA NA 4567 499 903 NA NA 4761 618 1045 NA NA
1566079200.0 1303.0 65 146 178 NA NA 111 199 239 NA NA 5986 688 1153 NA NA 6128 887 1275 NA NA
1566079200.0 1311.0 NA 151 226 0 59 NA 219 291 0 100 NA 458 836 1513 73 NA 795 1254 1747 258
1566079200.0 1325.0 NA 162 251 0 67 NA 227 316 0 109 NA 586 1257 1512 124 NA 847 1735 1646 378
1566079200.0 133.0 56 79 192 NA NA 102 148 254 NA NA 4659 318 519 NA NA 5051 416 697 NA NA
1566079200.0 134.701 NA 36 231 0 NA NA 83 306 0 NA NA 132 3736 455 NA NA 170 4305 533 NA
1566079200.0 134.703 NA 44 238 0 NA NA 85 313 0 NA NA 156 4863 427 NA NA 183 6015 513 NA
1566079200.0 134.704 NA 37 229 0 NA NA 81 298 0 NA NA 144 4740 445 NA NA 193 5419 517 NA
1566079200.0 134.707 NA 38 228 0 NA NA 84 304 0 NA NA 145 4630 445 NA NA 205 5246 526 NA
1566079200.0 134.708 NA 42 228 0 NA NA 82 298 0 NA NA 138 4514 422 NA NA 184 5762 531 NA
