Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1566079200.0 1.0 80 103 206 NA NA 177 434 482 NA NA 972 433 1519 NA NA 1459 556 4283 NA NA
1566079200.0 1001.2 NA 380 139 0 NA NA 665 210 0 NA NA 14354 1675 125 NA NA 6506 1907 227 NA
1566079200.0 1002.0 NA 287 72 NA NA NA 647 139 NA NA NA 3263 390 NA NA NA 3521 594 NA NA
1566079200.0 10024.5 NA 228 90 0 NA NA 605 230 0 NA NA 2552 608 142 NA NA 1291 2232 298 NA
1566079200.0 1003.0 NA 259 0 NA NA NA 549 0 NA NA NA 3348 601 NA NA NA 2934 730 NA NA
1566079200.0 101.0 80 NA NA NA NA 168 NA NA NA NA 881 NA NA NA NA 1674 NA NA NA NA
1566079200.0 102.0 80 NA NA NA NA 168 NA NA NA NA 780 NA NA NA NA 1538 NA NA NA NA
1566079200.0 103.0 33 0 0 NA NA 97 0 0 NA NA 376 331 1388 NA NA 523 322 1878 NA NA
1566079200.0 1040.1 NA 65 27 0 NA NA 134 79 0 NA NA 486 170 130 NA NA 756 503 299 NA
1566079200.0 10424.0 NA 172 381 0 NA NA 516 688 0 NA NA 1432 2560 1054 NA NA 1872 4982 1289 NA
1566079200.0 105.0 69 98 25 NA NA 179 345 74 NA NA 1037 539 136 NA NA 1896 979 408 NA NA
1566079200.0 106.0 31 0 0 NA NA 96 0 0 NA NA 423 241 1639 NA NA 1058 345 1869 NA NA
1566079200.0 108.0 84 109 284 NA NA 180 460 578 NA NA 2701 729 1965 NA NA 1291 1110 2405 NA NA
1566079200.0 10824.1 NA 220 199 0 NA NA 564 331 0 NA NA 2149 976 341 NA NA 1109 2051 468 NA
1566079200.0 10824.5 NA 206 90 0 NA NA 530 233 0 NA NA 2740 551 158 NA NA 1207 1169 552 NA
1566079200.0 109.0 74 108 287 NA NA 177 452 554 NA NA 2738 835 1913 NA NA 1778 2206 3102 NA NA
1566079200.0 110.0 57 103 271 NA NA 126 396 538 NA NA 622 600 1791 NA NA 1447 941 3275 NA NA
1566079200.0 11224.6 NA 184 390 0 NA NA 484 668 0 NA NA 1261 2538 990 NA NA 1412 4833 1123 NA
1566079200.0 11634.0 NA 257 394 0 94 NA 649 671 0 153 NA 2434 2767 2033 816 NA 2573 3494 2341 1049
1566079200.0 11640.0 NA 239 371 0 79 NA 590 617 0 141 NA 2362 2560 2178 966 NA 3688 4113 2744 1113
1566079200.0 11646.0 NA 251 388 0 76 NA 615 655 0 144 NA 2414 2626 2015 787 NA 3029 4392 2472 1360
1566079200.0 11650.0 NA 250 391 0 85 NA 604 656 0 154 NA 2351 2631 2034 791 NA 2622 3955 2313 1067
1566079200.0 12.0 NA 124 277 0 NA NA 433 613 0 NA NA 2426 3940 613 NA NA 1782 2503 1232 NA
1566079200.0 121.0 84 106 282 NA NA 182 444 539 NA NA 2740 799 1900 NA NA 2621 1898 2199 NA NA
1566079200.0 122.0 35 0 0 NA NA 96 0 0 NA NA 418 248 1658 NA NA 1225 377 2479 NA NA
1566079200.0 123.1 271 NA NA NA NA 856 NA NA NA NA 1372 NA NA NA NA 1824 NA NA NA NA
1566079200.0 123.2 277 NA NA NA NA 775 NA NA NA NA 1496 NA NA NA NA 1720 NA NA NA NA
1566079200.0 123.3 228 NA NA NA NA 786 NA NA NA NA 1187 NA NA NA NA 1731 NA NA NA NA
1566079200.0 124.1 267 NA NA NA NA 783 NA NA NA NA 1202 NA NA NA NA 1549 NA NA NA NA
1566079200.0 124.2 270 NA NA NA NA 840 NA NA NA NA 1291 NA NA NA NA 1574 NA NA NA NA
1566079200.0 124.4 265 NA NA NA NA 783 NA NA NA NA 1211 NA NA NA NA 1498 NA NA NA NA
1566079200.0 124.5 270 NA NA NA NA 782 NA NA NA NA 1253 NA NA NA NA 2230 NA NA NA NA
1566079200.0 124.6 231 NA NA NA NA 780 NA NA NA NA 1213 NA NA NA NA 1948 NA NA NA NA
1566079200.0 12434.0 NA 271 406 0 86 NA 652 670 0 155 NA 2506 2830 2053 828 NA 2507 3846 2283 1823
1566079200.0 127.0 55 96 251 NA NA 129 445 536 NA NA 983 528 1960 NA NA 1915 1089 2096 NA NA
