Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1566079200.0 1338.0 NA 163 310 0 NA NA NA NA 489 581 0 NA NA NA NA 2184 2835 966 NA NA NA NA 3450 8303 1933 NA NA NA
1566079200.0 1339.0 NA 167 314 0 NA NA NA NA 525 642 0 NA NA NA NA 1718 2849 862 NA NA NA NA 1544 4430 1068 NA NA NA
1566079200.0 134.0 NA 293 36 0 NA NA NA NA 558 90 0 NA NA NA NA 3875 197 98 NA NA NA NA 2575 712 319 NA NA NA
1566079200.0 134.702 NA 37 346 0 NA NA NA NA 99 708 0 NA NA NA NA 403 7279 865 NA NA NA NA 872 3657 963 NA NA NA
1566079200.0 134.703 NA 35 358 0 NA NA NA NA 115 745 0 NA NA NA NA 365 6789 880 NA NA NA NA 699 4165 955 NA NA NA
1566079200.0 134.704 NA 29 328 0 NA NA NA NA 97 662 0 NA NA NA NA 309 7441 1021 NA NA NA NA 508 4729 1392 NA NA NA
1566079200.0 134.705 NA 38 356 0 NA NA NA NA 110 655 0 NA NA NA NA 312 7479 999 NA NA NA NA 455 4562 1279 NA NA NA
1566079200.0 134.706 NA 34 349 0 NA NA NA NA 106 649 0 NA NA NA NA 321 8028 1088 NA NA NA NA 735 4541 1153 NA NA NA
1566079200.0 134.707 NA 32 333 0 NA NA NA NA 101 653 0 NA NA NA NA 325 7352 1007 NA NA NA NA 546 4555 1184 NA NA NA
1566079200.0 134.708 NA 35 328 0 NA NA NA NA 105 637 0 NA NA NA NA 310 7114 993 NA NA NA NA 585 3805 1548 NA NA NA
1566079200.0 134.709 NA 34 506 0 NA NA NA NA 105 898 0 NA NA NA NA 283 7409 1006 NA NA NA NA 426 4314 1079 NA NA NA
1566079200.0 134.802 NA 30 335 0 NA NA NA NA 109 613 0 NA NA NA NA 313 8904 982 NA NA NA NA 522 6132 1552 NA NA NA
1566079200.0 134.803 NA 32 344 0 NA NA NA NA 105 669 0 NA NA NA NA 297 8141 999 NA NA NA NA 349 4672 1322 NA NA NA
1566079200.0 134.804 NA 36 344 0 NA NA NA NA 103 671 0 NA NA NA NA 352 8929 972 NA NA NA NA 963 4228 1097 NA NA NA
1566079200.0 134.805 NA 38 344 0 NA NA NA NA 110 688 0 NA NA NA NA 347 8759 1021 NA NA NA NA 855 4231 1147 NA NA NA
