Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1560848400.0 4.41 NA 30 336 0 NA 94 648 0 NA 235 5872 598 NA 469 3927 727
1560848400.0 4.43 NA 37 328 0 NA 97 606 0 NA 247 4007 592 NA 351 3314 674
1560848400.0 4.44 NA 34 332 0 NA 93 645 0 NA 275 5221 603 NA 528 3587 714
1560848400.0 4.45 NA 37 341 0 NA 96 647 0 NA 292 9116 953 NA 434 4486 1187
1560848400.0 4.51 NA 30 342 0 NA 91 648 0 NA 271 5462 631 NA 424 3361 1015
1560848400.0 4.54 NA 36 343 0 NA 94 657 0 NA 340 8465 795 NA 595 4752 918
1560848400.0 4.57 NA 59 351 0 NA 123 677 0 NA 412 10047 805 NA 757 4699 923
1560848400.0 4.62 NA 39 332 0 NA 93 650 0 NA 351 8912 850 NA 588 4122 978
1560848400.0 4.65 NA 31 353 0 NA 93 668 0 NA 377 13077 809 NA 832 5201 905
1560848400.0 4.67 NA 56 354 0 NA 121 667 0 NA 442 9634 866 NA 684 4554 981
1560848400.0 4.68 NA 46 342 0 NA 111 692 0 NA 320 8262 822 NA 421 4282 935
1560848400.0 4.71 NA 32 328 0 NA 95 622 0 NA 268 5793 683 NA 614 3572 1222
1560848400.0 4.72 NA 35 349 0 NA 93 684 0 NA 332 10684 844 NA 535 4929 972
1560848400.0 4.73 NA 37 352 0 NA 98 661 0 NA 329 9175 803 NA 689 5010 963
1560848400.0 4.75 NA 33 346 0 NA 91 634 0 NA 336 9762 797 NA 540 4727 895
1560848400.0 4.76 NA 67 344 0 NA 122 635 0 NA 459 9805 869 NA 765 5156 987
1560848400.0 4.77 NA 60 353 0 NA 126 707 0 NA 436 10902 895 NA 1008 4595 1251
1560848400.0 4.78 NA 59 334 0 NA 120 579 0 NA 360 10773 803 NA 882 7706 963
1560848400.0 4002.0 NA 145 313 NA NA 602 587 NA NA 3010 3795 NA NA 1814 3081 NA
1560848400.0 4003.0 NA 139 301 NA NA 623 604 NA NA 3086 4374 NA NA 2688 3453 NA
1560848400.0 4006.0 62 187 374 NA 133 615 644 NA 1146 1392 3387 NA 1814 1130 2955 NA
1560848400.0 4007.0 43 0 0 NA 100 0 0 NA 604 565 1852 NA 1178 1194 2384 NA
1560848400.0 4008.0 42 0 0 NA 100 0 0 NA 580 270 1730 NA 3205 850 3780 NA
1560848400.0 5.1 334 0 NA NA 764 0 NA NA 1734 277 NA NA 1523 419 NA NA
1560848400.0 5.2 253 0 NA NA 851 0 NA NA 1477 402 NA NA 2114 811 NA NA
1560848400.0 5.3 251 0 NA NA 854 0 NA NA 1376 301 NA NA 1727 586 NA NA
1560848400.0 5.4 291 0 NA NA 788 0 NA NA 1601 274 NA NA 2240 650 NA NA
1560848400.0 5.5 289 0 NA NA 856 0 NA NA 1650 252 NA NA 1686 355 NA NA
1560848400.0 5.6 303 0 NA NA 852 0 NA NA 1664 275 NA NA 1469 462 NA NA
1560848400.0 500199.0 234 NA NA NA 574 NA NA NA 2153 NA NA NA 1765 NA NA NA
1560848400.0 500200.0 NA 225 369 0 NA 527 711 0 NA 8438 3556 878 NA 4446 3041 1116
1560848400.0 500200.1 101 215 268 NA 173 604 587 NA 2995 1219 2667 NA 2021 1183 2193 NA
1560848400.0 500202.0 NA 235 344 0 NA 614 690 0 NA 8836 4533 705 NA 4526 4060 801
1560848400.0 500203.0 NA 224 363 0 NA 570 602 0 NA 7002 3290 628 NA 4366 3636 994
1560848400.0 500207.0 NA 217 341 0 NA 572 688 0 NA 7996 3387 809 NA 5365 2829 920
1560848400.0 50203.0 NA 230 455 0 NA 616 784 0 NA 2368 3895 852 NA 2717 3262 1124
1560848400.0 50205.0 NA 238 464 0 NA 572 818 0 NA 2331 4724 743 NA 2108 3494 841
1560848400.0 50207.0 NA 232 466 0 NA 570 742 0 NA 2320 4451 734 NA 2678 4460 843
1560848400.0 503.0 36 0 NA NA 83 0 NA NA 209 129 NA NA 561 274 NA NA
1560848400.0 504.0 35 0 NA NA 85 0 NA NA 188 117 NA NA 241 236 NA NA
1560848400.0 505.0 36 0 NA NA 84 0 NA NA 176 140 NA NA 510 590 NA NA
1560848400.0 506.0 35 0 NA NA 85 0 NA NA 169 137 NA NA 337 592 NA NA
1560848400.0 507.0 30 0 NA NA 83 0 NA NA 212 131 NA NA 555 321 NA NA
1560848400.0 508.0 35 0 NA NA 84 0 NA NA 170 126 NA NA 760 535 NA NA
1560848400.0 509.0 30 0 NA NA 82 0 NA NA 165 139 NA NA 337 676 NA NA
1560848400.0 510.0 34 0 NA NA 84 0 NA NA 257 118 NA NA 362 240 NA NA
1560848400.0 511.0 42 0 NA NA 109 0 NA NA 9103 134 NA NA 12714 290 NA NA
1560848400.0 512.0 16 36 0 NA 58 87 0 NA 1941 177 131 NA 30795 273 492 NA
1560848400.0 513.0 14 37 0 NA 58 89 0 NA 837 237 181 NA 5629 778 769 NA
1560848400.0 514.0 19 35 0 NA 59 95 0 NA 377 214 124 NA 1444 541 238 NA
1560848400.0 515.0 16 42 0 NA 59 89 0 NA 1932 186 127 NA 30279 1118 461 NA
1560848400.0 516.0 14 38 0 NA 61 89 0 NA 813 243 173 NA 5633 809 864 NA
1560848400.0 517.0 14 35 0 NA 58 91 0 NA 930 219 126 NA 1839 337 322 NA
1560848400.0 518.0 16 39 0 NA 58 88 0 NA 1922 202 120 NA 30279 976 260 NA
1560848400.0 519.0 14 34 0 NA 59 89 0 NA 796 241 173 NA 4118 758 664 NA
1560848400.0 520.0 16 35 0 NA 59 90 0 NA 913 195 135 NA 1725 361 628 NA
1560848400.0 521.0 14 38 0 NA 58 90 0 NA 809 262 182 NA 3965 1351 867 NA
1560848400.0 522.0 16 38 0 NA 59 90 0 NA 1915 196 124 NA 31115 672 467 NA
1560848400.0 523.0 16 45 0 NA 59 100 0 NA 1410 346 174 NA 3157 924 422 NA
1560848400.0 524.0 14 37 0 NA 59 89 0 NA 907 206 132 NA 1641 516 287 NA
1560848400.0 525.0 14 37 0 NA 58 89 0 NA 762 230 187 NA 3844 790 869 NA
1560848400.0 526.0 16 35 0 NA 58 89 0 NA 1924 199 129 NA 30279 548 493 NA
1560848400.0 527.0 16 37 0 NA 58 91 0 NA 899 212 133 NA 1715 518 281 NA
1560848400.0 528.0 14 37 0 NA 58 90 0 NA 831 242 181 NA 5722 795 621 NA
1560848400.0 529.0 16 35 0 NA 59 89 0 NA 1938 181 138 NA 30279 320 475 NA
1560848400.0 530.0 15 35 0 NA 58 89 0 NA 920 197 129 NA 1876 319 256 NA
1560848400.0 531.0 52 0 NA NA 194 0 NA NA 176 122 NA NA 342 294 NA NA
1560848400.0 534.0 35 0 NA NA 103 0 NA NA 212 139 NA NA 796 401 NA NA
1560848400.0 535.0 40 0 NA NA 90 0 NA NA 653 163 NA NA 1929 582 NA NA
1560848400.0 536.0 39 0 NA NA 103 0 NA NA 262 135 NA NA 966 737 NA NA
1560848400.0 541.0 42 0 NA NA 95 0 NA NA 196 131 NA NA 558 626 NA NA
1560848400.0 545.0 39 0 NA NA 94 0 NA NA 227 130 NA NA 693 305 NA NA
1560848400.0 551.0 16 35 0 NA 58 90 0 NA 1377 363 178 NA 3395 905 414 NA
1560848400.0 552.0 19 40 0 NA 61 90 0 NA 1611 212 126 NA 1359 821 324 NA
1560848400.0 554.0 13 39 0 NA 58 91 0 NA 1616 263 185 NA 3879 824 869 NA
1560848400.0 555.0 16 41 0 NA 58 88 0 NA 1691 282 195 NA 3218 598 676 NA
1560848400.0 556.0 14 38 0 NA 59 90 0 NA 349 208 137 NA 1582 522 297 NA
1560848400.0 560.0 33 0 NA NA 84 0 NA NA 185 136 NA NA 477 401 NA NA
1560848400.0 561.0 32 0 NA NA 85 0 NA NA 193 124 NA NA 628 250 NA NA
1560848400.0 562.0 14 39 0 NA 59 89 0 NA 412 227 185 NA 4301 799 698 NA
1560848400.0 6.0 NA 119 274 0 NA 556 597 0 NA 1773 2347 605 NA 1776 4341 1666
