Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1566079200.0 1.0 88 78 196 NA NA 186 359 318 NA NA 2224 512 1072 NA NA 2952 869 1933 NA NA
1566079200.0 1000.0 NA 389 151 0 51 NA 507 258 0 90 NA 2776 1341 635 300 NA 3273 1552 710 500
1566079200.0 10001.0 NA 205 662 84 0 NA 485 798 134 0 NA 2392 3467 732 2318 NA 4070 5859 1712 2425
1566079200.0 1002.0 NA 416 73 NA NA NA 510 123 NA NA NA 2975 437 NA NA NA 2154 355 NA NA
1566079200.0 10071.0 NA 201 670 91 0 NA 477 837 136 0 NA 1603 2473 389 1932 NA 3241 2324 487 1996
1566079200.0 101.0 80 NA NA NA NA 150 NA NA NA NA 1018 NA NA NA NA 1796 NA NA NA NA
1566079200.0 1010.0 NA 23 69 0 NA NA 72 121 0 NA NA 119 208 118 NA NA 533 396 744 NA
1566079200.0 102.0 79 NA NA NA NA 150 NA NA NA NA 829 NA NA NA NA 1876 NA NA NA NA
1566079200.0 1020.0 NA 35 NA NA NA NA 105 NA NA NA NA 256 NA NA NA NA 861 NA NA NA
1566079200.0 1030.0 NA 178 46 0 NA NA 333 86 0 NA NA 16319 338 83 NA NA 8005 410 154 NA
1566079200.0 105.0 87 79 24 NA NA 185 367 66 NA NA 1357 489 112 NA NA 1088 515 179 NA NA
1566079200.0 106.0 43 0 0 NA NA 91 0 0 NA NA 712 230 1388 NA NA 646 273 1569 NA NA
1566079200.0 107.0 104 88 437 NA NA 192 379 542 NA NA 6200 809 2236 NA NA 4536 1096 2425 NA NA
1566079200.0 10842.0 58 185 653 93 0 111 477 799 146 0 1458 1365 2267 421 1883 1295 2465 3241 763 1977
1566079200.0 110.0 64 83 427 NA NA 126 370 535 NA NA 1485 759 2135 NA NA 1303 1120 2543 NA NA
1566079200.0 116.0 87 91 435 NA NA 183 368 548 NA NA 5454 911 2593 NA NA 4194 1353 3275 NA NA
1566079200.0 11623.0 64 192 670 83 0 111 480 812 135 0 1819 1660 2572 427 1972 1426 2676 3038 600 2037
1566079200.0 121.0 88 87 439 NA NA 194 360 535 NA NA 4082 565 1776 NA NA 2514 606 1769 NA NA
1566079200.0 122.0 58 80 417 NA NA 130 368 530 NA NA 1789 976 2151 NA NA 2275 1111 2735 NA NA
1566079200.0 129.0 63 82 425 NA NA 124 368 527 NA NA 1271 740 2266 NA NA 1327 859 3018 NA NA
1566079200.0 1301.0 80 95 212 NA NA 152 369 347 NA NA 1572 545 1206 NA NA 1067 456 1375 NA NA
1566079200.0 1302.0 97 108 230 NA NA 168 378 344 NA NA 7800 1252 1833 NA NA 5650 1519 2207 NA NA
1566079200.0 1303.0 94 105 229 NA NA 158 377 350 NA NA 14344 783 2424 NA NA 9369 1176 2965 NA NA
1566079200.0 1307.0 NA 92 182 45 0 NA 383 262 87 0 NA 539 667 158 247 NA 1046 1935 399 390
1566079200.0 1308.0 NA 90 176 44 0 NA 382 260 86 0 NA 497 526 135 225 NA 810 641 191 288
1566079200.0 1325.0 NA 115 571 0 78 NA 378 675 0 117 NA 1015 3345 836 321 NA 1833 10428 950 583
1566079200.0 1325.5 NA 191 0 NA NA NA 280 0 NA NA NA 4701 171 NA NA NA 7620 1628 NA NA
1566079200.0 1325.51 NA 173 0 NA NA NA 251 0 NA NA NA 1684 152 NA NA NA 2589 307 NA NA
1566079200.0 1325.6 NA 162 NA NA NA NA 248 NA NA NA NA 2611 NA NA NA NA 2427 NA NA NA
1566079200.0 1325.8 NA 162 0 NA NA NA 239 0 NA NA NA 2794 139 NA NA NA 4121 264 NA NA
1566079200.0 135.12 327 0 137 NA NA 511 0 210 NA NA 1321 291 732 NA NA 2530 522 1037 NA NA
1566079200.0 135.2 289 0 136 NA NA 519 0 211 NA NA 1979 392 1026 NA NA 2865 875 1664 NA NA
1566079200.0 135.3 281 0 134 NA NA 511 0 209 NA NA 1039 248 636 NA NA 1383 478 745 NA NA
1566079200.0 135.4 324 0 139 NA NA 511 0 213 NA NA 1291 297 758 NA NA 1545 547 1569 NA NA
1566079200.0 135.5 327 0 135 NA NA 512 0 210 NA NA 1105 255 645 NA NA 1023 325 740 NA NA
1566079200.0 135.7 340 0 138 NA NA 520 0 213 NA NA 2283 393 942 NA NA 3548 700 1192 NA NA
1566079200.0 135.8 144 NA NA NA NA 234 NA NA NA NA 468 NA NA NA NA 2146 NA NA NA NA
1566079200.0 136.733 NA 193 68 0 NA NA 288 118 0 NA NA 996 254 257 NA NA 1776 856 401 NA
1566079200.0 136.735 NA 78 444 0 NA NA 141 548 0 NA NA 1132 3094 994 NA NA 1478 2923 1145 NA
1566079200.0 136.737 NA 74 556 0 NA NA 132 711 0 NA NA 1582 18594 1186 NA NA 1869 13849 1604 NA
1566079200.0 136.742 NA 75 541 0 NA NA 136 657 0 NA NA 1653 19594 1136 NA NA 2258 10816 1212 NA
1566079200.0 136.743 NA 76 538 0 NA NA 134 656 0 NA NA 1679 17526 1087 NA NA 2261 7181 1304 NA
1566079200.0 136.748 NA 74 543 0 NA NA 141 661 0 NA NA 1561 17884 1099 NA NA 1821 7566 1213 NA
1566079200.0 136.7611 NA 198 0 NA NA NA 289 0 NA NA NA 5230 159 NA NA NA 6791 720 NA NA
1566079200.0 136.769 NA 76 541 0 NA NA 139 660 0 NA NA 1720 16843 998 NA NA 2261 6937 1138 NA
1566079200.0 136.7721 NA 193 0 NA NA NA 357 0 NA NA NA 7533 208 NA NA NA 11738 736 NA NA
1566079200.0 136.773 NA 76 574 0 NA NA 140 745 0 NA NA 952 19616 1300 NA NA 2261 11783 1516 NA
1566079200.0 136.774 NA 77 545 0 NA NA 140 661 0 NA NA 1739 19400 1055 NA NA 2262 11687 1114 NA
1566079200.0 136.777 NA 77 588 0 NA NA 135 741 0 NA NA 1605 20205 939 NA NA 2261 12101 1038 NA
1566079200.0 136.7801 NA 101 0 NA NA NA 164 0 NA NA NA 435 211 NA NA NA 908 795 NA NA
1566079200.0 136.7802 NA 130 0 NA NA NA 190 0 NA NA NA 442 228 NA NA NA 733 378 NA NA
1566079200.0 136.803 NA 200 538 0 NA NA 325 650 0 NA NA 2074 3312 1271 NA NA 3087 2631 1338 NA
1566079200.0 140.0 71 90 286 0 NA 128 360 387 0 NA 4100 488 901 264 NA 5232 1831 2439 473 NA
1566079200.0 145.0 76 95 292 0 NA 123 381 395 0 NA 4686 715 1522 356 NA 9161 1520 2237 543 NA
1566079200.0 17.0 NA 92 433 0 NA NA 374 559 0 NA NA 1750 2154 490 NA NA 1263 1936 557 NA
1566079200.0 2.0 96 90 220 NA NA 190 378 309 NA NA 6926 1134 1662 NA NA 5017 1347 1996 NA NA
1566079200.0 2017.2 329 0 135 NA NA 550 0 209 NA NA 1123 270 632 NA NA 1304 328 746 NA NA
1566079200.0 2017.8 182 NA NA NA NA 274 NA NA NA NA 511 NA NA NA NA 851 NA NA NA NA
1566079200.0 2017.9 351 0 131 NA NA 551 0 209 NA NA 1236 334 711 NA NA 1557 714 984 NA NA
1566079200.0 21.0 NA 88 432 0 NA NA 385 531 0 NA NA 3045 3711 754 NA NA 2737 5515 949 NA
1566079200.0 250403.0 361 0 144 NA NA 548 0 217 NA NA 1383 253 693 NA NA 1967 440 759 NA NA
1566079200.0 250409.0 366 0 145 NA NA 535 0 221 NA NA 1875 253 805 NA NA 1480 303 833 NA NA
1566079200.0 281.0 127 106 475 0 NA 273 372 599 0 NA 5852 1590 2051 858 NA 4809 1951 4383 1000 NA
1566079200.0 3.0 96 90 209 NA NA 183 367 334 NA NA 13864 1019 1834 NA NA 11343 1472 2194 NA NA
1566079200.0 34.0 88 86 436 0 NA 186 368 558 0 NA 2602 521 1683 494 NA 1648 764 1775 554 NA
1566079200.0 4.22 NA 195 67 62 0 NA 282 116 124 0 NA 1054 246 519 261 NA 1918 1063 867 507
